id,operatorId,code,name,description,timeZone
542,22,russia-megafon-megafon_3g_dv-habarovskii_krai,Хабаровский Край,Хабаровский Край,Asia/Vladivostok
543,250,russia-mtt-mtt-moskva,Москва,Москва,Europe/Moscow
544,22,russia-megafon-megafon_3g_dv-irkutskaya_oblast,Иркутская область,Иркутская область,Asia/Irkutsk
545,22,russia-megafon-megafon_3g_kavkaz-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
546,22,russia-megafon-megafon_3g_dv-sahalinskaya_oblast,Сахалинская область,Сахалинская область,Asia/Vladivostok
547,22,russia-megafon-megafon_3g_dv-primorskii_krai,Приморский край,Приморский край,Asia/Vladivostok
548,22,russia-megafon-megafon_3g_ural-hanty_mansiiskii_ao,Ханты-Мансийский АО,Ханты-Мансийский АО,Asia/Yekaterinburg
549,22,russia-megafon-megafon_3g_ural-tumenskaya_oblast,Тюменская область,Тюменская область,Asia/Yekaterinburg
550,22,russia-megafon-megafon_3g_dv-respublika_saha_(yakutiya),Республика Саха (Якутия),Республика Саха (Якутия),Asia/Yakutsk
551,22,russia-megafon-megafon_3g_volga-samarskaya_oblast,Самарская область,Самарская область,Europe/Moscow
552,251,russia-yota-yota-primorskii_krai,Приморский край,Приморский край,Asia/Vladivostok
553,251,russia-yota-yota-nizhegorodskaya_oblast,Нижегородская область,Нижегородская область,Europe/Moscow
554,251,russia-yota-yota-novgorodskaya_oblast,Новгородская область,Новгородская область,Europe/Moscow
555,251,russia-yota-yota-vologodskaya_oblast,Вологодская область,Вологодская область,Europe/Moscow
556,251,russia-yota-yota-evreiskaya_ao,Еврейская АО,Еврейская АО,Asia/Vladivostok
557,251,russia-yota-yota-kaliningradskaya_oblast,Калининградская область,Калининградская область,Europe/Kaliningrad
558,251,russia-yota-yota-chechenskaya_respublika,Чеченская Республика,Чеченская Республика,Europe/Moscow
559,251,russia-yota-yota-respublika_kareliya,Республика Карелия,Республика Карелия,Europe/Moscow
560,251,russia-yota-yota-respublika_udmurtiya,Республика Удмуртия,Республика Удмуртия,Europe/Moscow
561,251,russia-yota-yota-omskaya_oblast,Омская область,Омская область,Asia/Omsk
562,251,russia-yota-yota-respublika_mordoviya,Республика Мордовия,Республика Мордовия,Europe/Moscow
563,251,russia-yota-yota-ulyanovskaya_oblast,Ульяновская область,Ульяновская область,Europe/Moscow
564,251,russia-yota-yota-kirovskaya_oblast,Кировская область,Кировская область,Europe/Moscow
565,251,russia-yota-yota-kostromskaya_oblast,Костромская область,Костромская область,Europe/Moscow
566,251,russia-yota-yota-sahalinskaya_oblast,Сахалинская область,Сахалинская область,Asia/Vladivostok
567,251,russia-yota-yota-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
568,251,russia-yota-yota-lipeckaya_oblast,Липецкая область,Липецкая область,Europe/Moscow
569,251,russia-yota-yota-kaluzhskaya_oblast,Калужская область,Калужская область,Europe/Moscow
570,251,russia-yota-yota-moskva,Москва,Москва,Europe/Moscow
571,251,russia-yota-yota-kurganskaya_oblast,Курганская область,Курганская область,Asia/Yekaterinburg
572,251,russia-yota-yota-kabardino_balkarskaya_respublika,Кабардино-Балкарская Республика,Кабардино-Балкарская Республика,Europe/Moscow
573,251,russia-yota-yota-penzenskaya_oblast,Пензенская область,Пензенская область,Europe/Moscow
574,251,russia-yota-yota-respublika_ingushetiya,Республика Ингушетия,Республика Ингушетия,Europe/Moscow
575,251,russia-yota-yota-tomskaya_oblast,Томская область,Томская область,Asia/Krasnoyarsk
576,251,russia-yota-yota-sverdlovskaya_oblast,Свердловская область,Свердловская область,Asia/Yekaterinburg
577,251,russia-yota-yota-altaiskii_krai,Алтайский край,Алтайский край,Asia/Krasnoyarsk
578,251,russia-yota-yota-tambovskaya_oblast,Тамбовская область,Тамбовская область,Europe/Moscow
579,251,russia-yota-yota-kurskaya_oblast,Курская область,Курская область,Europe/Moscow
580,251,russia-yota-yota-habarovskii_krai,Хабаровский Край,Хабаровский Край,Asia/Vladivostok
581,251,russia-yota-yota-volgogradskaya_oblast,Волгоградская область,Волгоградская область,Europe/Moscow
582,251,russia-yota-yota-respublika_buryatiya,Республика Бурятия,Республика Бурятия,Asia/Irkutsk
583,251,russia-yota-yota-respublika_bashkortostan,Республика Башкортостан,Республика Башкортостан,Asia/Yekaterinburg
584,251,russia-yota-yota-smolenskaya_oblast,Смоленская область,Смоленская область,Europe/Moscow
585,251,russia-yota-yota-vladimirskaya_oblast,Владимирская область,Владимирская область,Europe/Moscow
586,251,russia-yota-yota-permskii_krai,Пермский край,Пермский край,Asia/Yekaterinburg
587,251,russia-yota-yota-tverskaya_oblast,Тверская область,Тверская область,Europe/Moscow
588,251,russia-yota-yota-respublika_tatarstan,Республика Татарстан,Республика Татарстан,Europe/Moscow
589,251,russia-yota-yota-respublika_komi,Республика Коми,Республика Коми,Europe/Moscow
590,251,russia-yota-yota-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
591,251,russia-yota-yota-krasnoyarskii_krai,Красноярский край,Красноярский край,Asia/Krasnoyarsk
592,251,russia-yota-yota-chuvashskaya_respublika,Чувашская Республика,Чувашская Республика,Europe/Moscow
593,251,russia-yota-yota-orlovskaya_oblast,Орловская область,Орловская область,Europe/Moscow
594,251,russia-yota-yota-yaroslavskaya_oblast,Ярославская область,Ярославская область,Europe/Moscow
595,251,russia-yota-yota-bryanskaya_oblast,Брянская область,Брянская область,Europe/Moscow
596,251,russia-yota-yota-murmanskaya_oblast,Мурманская область,Мурманская область,Europe/Moscow
597,251,russia-yota-yota-tumenskaya_oblast,Тюменская область,Тюменская область,Asia/Yekaterinburg
598,251,russia-yota-yota-tulskaya_oblast,Тульская область,Тульская область,Europe/Moscow
599,251,russia-yota-yota-respublika_saha_(yakutiya),Республика Саха (Якутия),Республика Саха (Якутия),Asia/Yakutsk
600,251,russia-yota-yota-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
601,251,russia-yota-yota-chelyabinskaya_oblast,Челябинская область,Челябинская область,Asia/Yekaterinburg
602,251,russia-yota-yota-respublika_marii_el,Республика Марий Эл,Республика Марий Эл,Europe/Moscow
603,251,russia-yota-yota-respublika_severnaya_osetiya,Республика Северная Осетия,Республика Северная Осетия,Europe/Moscow
604,251,russia-yota-yota-stavropolskii_krai,Ставропольский край,Ставропольский край,Europe/Moscow
605,251,russia-yota-yota-irkutskaya_oblast,Иркутская область,Иркутская область,Asia/Irkutsk
606,251,russia-yota-yota-ryazanskaya_oblast,Рязанская область,Рязанская область,Europe/Moscow
607,251,russia-yota-yota-novosibirskaya_oblast,Новосибирская область,Новосибирская область,Asia/Krasnoyarsk
608,251,russia-yota-yota-orenburgskaya_oblast,Оренбургская область,Оренбургская область,Asia/Yekaterinburg
609,251,russia-yota-yota-magadanskaya_oblast,Магаданская область,Магаданская область,Asia/Magadan
610,251,russia-yota-yota-astrahanskaya_oblast,Астраханская область,Астраханская область,Europe/Moscow
611,251,russia-yota-yota-chukotskii_ao,Чукотский АО,Чукотский АО,Asia/Magadan
612,251,russia-yota-yota-kamchatskii_krai,Камчатский край,Камчатский край,Asia/Kamchatka
613,251,russia-yota-yota-karachaevo_cherkesskaya_respublika,Карачаево-Черкесская Республика,Карачаево-Черкесская Республика,Europe/Moscow
614,251,russia-yota-yota-pskovskaya_oblast,Псковская область,Псковская область,Europe/Moscow
615,251,russia-yota-yota-respublika_adygeya,Республика Адыгея,Республика Адыгея,Europe/Moscow
616,251,russia-yota-yota-respublika_altai,Республика Алтай,Республика Алтай,Asia/Krasnoyarsk
617,251,russia-yota-yota-respublika_hakasiya,Республика Хакасия,Республика Хакасия,Asia/Krasnoyarsk
618,251,russia-yota-yota-respublika_kalmykiya,Республика Калмыкия,Республика Калмыкия,Europe/Moscow
619,251,russia-yota-yota-respublika_tyva,Республика Тыва,Республика Тыва,Asia/Krasnoyarsk
620,251,russia-yota-yota-yamalo_neneckii_ao,Ямало-Ненецкий АО,Ямало-Ненецкий АО,Asia/Yekaterinburg
622,22,russia-megafon-megafon_3g_volga-respublika_tatarstan,Республика Татарстан,Республика Татарстан,Europe/Moscow
623,22,russia-megafon-megafon_3g_kavkaz-stavropolskii_krai,Ставропольский край,Ставропольский край,Europe/Moscow
624,22,russia-megafon-megafon_3g_ural-sverdlovskaya_oblast,Свердловская область,Свердловская область,Asia/Yekaterinburg
625,22,russia-megafon-megafon_3g_sibir-altaiskii_krai,Алтайский край,Алтайский край,Asia/Krasnoyarsk
626,253,russia-akos-akos-primorskii_krai,Приморский край,Приморский край,Asia/Vladivostok
629,22,russia-megafon-megafon_3g_kavkaz-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
630,22,russia-megafon-megafon_3g_volga-respublika_bashkortostan,Республика Башкортостан,Республика Башкортостан,Asia/Yekaterinburg
631,25,russia-mts-mts_dagestan-respublika_dagestan,Республика Дагестан,Республика Дагестан,Europe/Moscow
632,25,russia-mts-mts_chita-zabaikalskii_krai,Забайкальский край,Забайкальский край,Asia/Yakutsk
633,22,russia-megafon-megafon_3g_sibir-kemerovskaya_oblast,Кемеровская область,Кемеровская область,Asia/Krasnoyarsk
634,22,russia-megafon-megafon_3g_center-vladimirskaya_oblast,Владимирская область,Владимирская область,Europe/Moscow
635,22,russia-megafon-megafon_3g_ural-chelyabinskaya_oblast,Челябинская область,Челябинская область,Asia/Yekaterinburg
278,83,japan-default-default-default,По умолчанию,По умолчанию,Europe/Moscow
432,21,russia-beeline-beeline-respublika_hakasiya,Республика Хакасия,Республика Хакасия,Asia/Krasnoyarsk
433,21,russia-beeline-beeline-respublika_adygeya,Республика Адыгея,Республика Адыгея,Europe/Moscow
434,21,russia-beeline-beeline-respublika_buryatiya,Республика Бурятия,Республика Бурятия,Asia/Irkutsk
435,21,russia-beeline-beeline-amurskaya_oblast,Амурская область,Амурская область,Asia/Yakutsk
436,21,russia-beeline-beeline-chukotskii_ao,Чукотский АО,Чукотский АО,Asia/Magadan
437,21,russia-beeline-beeline-respublika_tyva,Республика Тыва,Республика Тыва,Asia/Krasnoyarsk
438,21,russia-beeline-beeline-kamchatskii_krai,Камчатский край,Камчатский край,Asia/Kamchatka
439,25,russia-mts-mts-vladimirskaya_oblast,Владимирская область,Владимирская область,Europe/Moscow
1259,603,russia-transtelecom-transtelecom-novgorodskaya_oblast,Новгородская область,Новгородская область,Europe/Moscow
1260,603,russia-transtelecom-transtelecom-bryanskaya_oblast,Брянская область,Брянская область,Europe/Moscow
1261,603,russia-transtelecom-transtelecom-penzenskaya_oblast,Пензенская область,Пензенская область,Europe/Moscow
1262,603,russia-transtelecom-transtelecom-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
1263,603,russia-transtelecom-transtelecom-ryazanskaya_oblast,Рязанская область,Рязанская область,Europe/Moscow
1264,603,russia-transtelecom-transtelecom-samarskaya_oblast,Самарская область,Самарская область,Europe/Moscow
1265,603,russia-transtelecom-transtelecom-saratovskaya_oblast,Саратовская область,Саратовская область,Europe/Moscow
1266,603,russia-transtelecom-transtelecom-krasnoyarskii_krai,Красноярский край,Красноярский край,Asia/Krasnoyarsk
1267,603,russia-transtelecom-transtelecom-sverdlovskaya_oblast,Свердловская область,Свердловская область,Asia/Yekaterinburg
1268,603,russia-transtelecom-transtelecom-respublika_buryatiya,Республика Бурятия,Республика Бурятия,Asia/Irkutsk
1269,603,russia-transtelecom-transtelecom-tomskaya_oblast,Томская область,Томская область,Asia/Krasnoyarsk
1270,603,russia-transtelecom-transtelecom-murmanskaya_oblast,Мурманская область,Мурманская область,Europe/Moscow
1271,603,russia-transtelecom-transtelecom-respublika_kareliya,Республика Карелия,Республика Карелия,Europe/Moscow
1272,603,russia-transtelecom-transtelecom-tambovskaya_oblast,Тамбовская область,Тамбовская область,Europe/Moscow
1273,603,russia-transtelecom-transtelecom-tulskaya_oblast,Тульская область,Тульская область,Europe/Moscow
1274,603,russia-transtelecom-transtelecom-kaluzhskaya_oblast,Калужская область,Калужская область,Europe/Moscow
1275,603,russia-transtelecom-transtelecom-smolenskaya_oblast,Смоленская область,Смоленская область,Europe/Moscow
1276,603,russia-transtelecom-transtelecom-evreiskaya_ao,Еврейская АО,Еврейская АО,Asia/Vladivostok
1277,603,russia-transtelecom-transtelecom-tumenskaya_oblast,Тюменская область,Тюменская область,Asia/Yekaterinburg
1278,603,russia-transtelecom-transtelecom-ulyanovskaya_oblast,Ульяновская область,Ульяновская область,Europe/Moscow
1279,603,russia-transtelecom-transtelecom-sahalinskaya_oblast,Сахалинская область,Сахалинская область,Asia/Vladivostok
1280,603,russia-transtelecom-transtelecom-chelyabinskaya_oblast,Челябинская область,Челябинская область,Asia/Yekaterinburg
1281,603,russia-transtelecom-transtelecom-respublika_bashkortostan,Республика Башкортостан,Республика Башкортостан,Asia/Yekaterinburg
1282,603,russia-transtelecom-transtelecom-yaroslavskaya_oblast,Ярославская область,Ярославская область,Europe/Moscow
1283,603,russia-transtelecom-transtelecom-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
1284,603,russia-transtelecom-transtelecom-altaiskii_krai,Алтайский край,Алтайский край,Asia/Krasnoyarsk
1285,603,russia-transtelecom-transtelecom-novosibirskaya_oblast,Новосибирская область,Новосибирская область,Asia/Krasnoyarsk
1286,603,russia-transtelecom-transtelecom-kemerovskaya_oblast,Кемеровская область,Кемеровская область,Asia/Krasnoyarsk
1287,603,russia-transtelecom-transtelecom-omskaya_oblast,Омская область,Омская область,Asia/Omsk
1288,603,russia-transtelecom-transtelecom-hanty_mansiiskii_ao,Ханты-Мансийский АО,Ханты-Мансийский АО,Asia/Yekaterinburg
1289,604,russia-danycom-danycom-moskva,Москва,Москва,Europe/Moscow
1290,604,russia-danycom-danycom-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
1291,604,russia-danycom-danycom-krasnodarskii_krai,Краснодарский край,Краснодарский край,Europe/Moscow
1292,605,russia-tinkoffmobile-tinkoffmobile-moskva,Москва,Москва,Europe/Moscow
1293,605,russia-tinkoffmobile-tinkoffmobile-sankt_peterburg,Санкт-Петербург,Санкт-Петербург,Europe/Moscow
1294,408,russia-sprint-sprint-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
1295,408,russia-sprint-sprint-stavropolskii_krai,Ставропольский край,Ставропольский край,Europe/Moscow
1296,408,russia-sprint-sprint-respublika_dagestan,Республика Дагестан,Республика Дагестан,Europe/Moscow
1297,408,russia-sprint-sprint-respublika_ingushetiya,Республика Ингушетия,Республика Ингушетия,Europe/Moscow
1298,408,russia-sprint-sprint-chechenskaya_respublika,Чеченская Республика,Чеченская Республика,Europe/Moscow
1299,606,russia-internod-internod-moskva,Москва,Москва,Europe/Moscow
1301,24,russia-tele2-tele2_yaroslavl_cdma-yaroslavskaya_oblast,Ярославская область,Ярославская область,Europe/Moscow
1302,608,russia-mcntelecom-mcntelecom-moskva,Москва,Москва,Europe/Moscow
1303,609,russia-almatel-almatel-moskva,Москва,Москва,Europe/Moscow
1304,21,russia-beeline-beeline-m2m,Билайн М2М,Билайн М2М,Europe/Moscow
1305,24,russia-tele2-tele2_kabardino_balkariya-kabardino_balkarskaya_respublika,Кабардино-Балкарская Республика,Кабардино-Балкарская Республика,Europe/Moscow
1306,24,russia-tele2-tele2_karachaevo_cherkessiya-karachaevo_cherkesskaya_respublika,Карачаево-Черкесская Республика,Карачаево-Черкесская Республика,Europe/Moscow
1307,24,russia-tele2-tele2_sev_osetiya-respublika_severnaya_osetiya,Республика Северная Осетия,Республика Северная Осетия,Europe/Moscow
1308,24,russia-tele2-tele2_ingushetiya-respublika_ingushetiya,Республика Ингушетия,Республика Ингушетия,Europe/Moscow
1309,24,russia-tele2-tele2_dv-primorskii_krai,Приморский край,Приморский край,Asia/Vladivostok
1310,24,russia-tele2-tele2_astrahan-astrahanskaya_oblast,Астраханская область,Астраханская область,Europe/Moscow
1311,610,russia-virginconnect-virginconnect-moskva,Москва,Москва,Europe/Moscow
1312,605,russia-tinkoffmobile-tinkoffmobile-kaliningradskaya_oblast,Калининградская область,Калининградская область,Europe/Kaliningrad
1313,605,russia-tinkoffmobile-tinkoffmobile-tambovskaya_oblast,Тамбовская область,Тамбовская область,Europe/Moscow
1314,605,russia-tinkoffmobile-tinkoffmobile-orlovskaya_oblast,Орловская область,Орловская область,Europe/Moscow
1315,605,russia-tinkoffmobile-tinkoffmobile-orenburgskaya_oblast,Оренбургская область,Оренбургская область,Asia/Yekaterinburg
1316,605,russia-tinkoffmobile-tinkoffmobile-tverskaya_oblast,Тверская область,Тверская область,Europe/Moscow
1317,605,russia-tinkoffmobile-tinkoffmobile-yamalo_neneckii_ao,Ямало-Ненецкий АО,Ямало-Ненецкий АО,Asia/Yekaterinburg
1318,605,russia-tinkoffmobile-tinkoffmobile-respublika_buryatiya,Республика Бурятия,Республика Бурятия,Asia/Irkutsk
1319,605,russia-tinkoffmobile-tinkoffmobile-omskaya_oblast,Омская область,Омская область,Asia/Omsk
1320,605,russia-tinkoffmobile-tinkoffmobile-sverdlovskaya_oblast,Свердловская область,Свердловская область,Asia/Yekaterinburg
1321,605,russia-tinkoffmobile-tinkoffmobile-volgogradskaya_oblast,Волгоградская область,Волгоградская область,Europe/Moscow
1322,605,russia-tinkoffmobile-tinkoffmobile-novgorodskaya_oblast,Новгородская область,Новгородская область,Europe/Moscow
1323,605,russia-tinkoffmobile-tinkoffmobile-kurganskaya_oblast,Курганская область,Курганская область,Asia/Yekaterinburg
1324,605,russia-tinkoffmobile-tinkoffmobile-altaiskii_krai,Алтайский край,Алтайский край,Asia/Krasnoyarsk
1325,605,russia-tinkoffmobile-tinkoffmobile-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
1326,605,russia-tinkoffmobile-tinkoffmobile-irkutskaya_oblast,Иркутская область,Иркутская область,Asia/Irkutsk
1327,605,russia-tinkoffmobile-tinkoffmobile-tumenskaya_oblast,Тюменская область,Тюменская область,Asia/Yekaterinburg
1328,605,russia-tinkoffmobile-tinkoffmobile-permskii_krai,Пермский край,Пермский край,Asia/Yekaterinburg
1329,605,russia-tinkoffmobile-tinkoffmobile-voronezhskaya_oblast,Воронежская область,Воронежская область,Europe/Moscow
1330,605,russia-tinkoffmobile-tinkoffmobile-saratovskaya_oblast,Саратовская область,Саратовская область,Europe/Moscow
1331,605,russia-tinkoffmobile-tinkoffmobile-respublika_tatarstan,Республика Татарстан,Республика Татарстан,Europe/Moscow
1332,605,russia-tinkoffmobile-tinkoffmobile-krasnoyarskii_krai,Красноярский край,Красноярский край,Asia/Krasnoyarsk
1333,605,russia-tinkoffmobile-tinkoffmobile-hanty_mansiiskii_ao,Ханты-Мансийский АО,Ханты-Мансийский АО,Asia/Yekaterinburg
1334,605,russia-tinkoffmobile-tinkoffmobile-kemerovskaya_oblast,Кемеровская область,Кемеровская область,Asia/Krasnoyarsk
1335,605,russia-tinkoffmobile-tinkoffmobile-samarskaya_oblast,Самарская область,Самарская область,Europe/Moscow
1336,605,russia-tinkoffmobile-tinkoffmobile-novosibirskaya_oblast,Новосибирская область,Новосибирская область,Asia/Krasnoyarsk
1337,605,russia-tinkoffmobile-tinkoffmobile-murmanskaya_oblast,Мурманская область,Мурманская область,Europe/Moscow
1338,605,russia-tinkoffmobile-tinkoffmobile-ryazanskaya_oblast,Рязанская область,Рязанская область,Europe/Moscow
1339,605,russia-tinkoffmobile-tinkoffmobile-lipeckaya_oblast,Липецкая область,Липецкая область,Europe/Moscow
1340,605,russia-tinkoffmobile-tinkoffmobile-kurskaya_oblast,Курская область,Курская область,Europe/Moscow
1341,605,russia-tinkoffmobile-tinkoffmobile-penzenskaya_oblast,Пензенская область,Пензенская область,Europe/Moscow
1342,605,russia-tinkoffmobile-tinkoffmobile-kirovskaya_oblast,Кировская область,Кировская область,Europe/Moscow
1343,605,russia-tinkoffmobile-tinkoffmobile-kaluzhskaya_oblast,Калужская область,Калужская область,Europe/Moscow
1344,605,russia-tinkoffmobile-tinkoffmobile-kamchatskii_krai,Камчатский край,Камчатский край,Asia/Kamchatka
1345,605,russia-tinkoffmobile-tinkoffmobile-respublika_adygeya,Республика Адыгея,Республика Адыгея,Europe/Moscow
1346,605,russia-tinkoffmobile-tinkoffmobile-evreiskaya_ao,Еврейская АО,Еврейская АО,Asia/Vladivostok
1347,605,russia-tinkoffmobile-tinkoffmobile-arhangelskaya_oblast,Архангельская область,Архангельская область,Europe/Moscow
1348,605,russia-tinkoffmobile-tinkoffmobile-ulyanovskaya_oblast,Ульяновская область,Ульяновская область,Europe/Moscow
1349,605,russia-tinkoffmobile-tinkoffmobile-chuvashskaya_respublika,Чувашская Республика,Чувашская Республика,Europe/Moscow
902,251,russia-yota-yota-amurskaya_oblast,Амурская область,Амурская область,Asia/Yakutsk
903,251,russia-yota-yota-respublika_dagestan,Республика Дагестан,Республика Дагестан,Europe/Moscow
904,251,russia-yota-yota-zabaikalskii_krai,Забайкальский край,Забайкальский край,Asia/Yakutsk
905,251,russia-yota-yota-kemerovskaya_oblast,Кемеровская область,Кемеровская область,Asia/Krasnoyarsk
906,251,russia-yota-yota-belgorodskaya_oblast,Белгородская область,Белгородская область,Europe/Moscow
907,251,russia-yota-yota-voronezhskaya_oblast,Воронежская область,Воронежская область,Europe/Moscow
908,251,russia-yota-yota-ivanovskaya_oblast,Ивановская область,Ивановская область,Europe/Moscow
909,402,russia-mgts-mgts-moskva,Москва,Москва,Europe/Moscow
910,403,russia-ktelecom-ktelecom-respublika_crimea,Республика Крым,Республика Крым,Europe/Moscow
911,238,russia-skylink-skylink_udmurt-respublika_udmurtiya,Республика Удмуртия,Республика Удмуртия,Europe/Moscow
912,24,russia-tele2-tele2_moskva-moskva,Москва,Москва,Europe/Moscow
913,238,russia-skylink-skylink_rostov-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
914,24,russia-tele2-tele2_ulyanovsk-ulyanovskaya_oblast,Ульяновская область,Ульяновская область,Europe/Moscow
915,24,russia-tele2-tele2_irkutsk-irkutskaya_oblast,Иркутская область,Иркутская область,Asia/Irkutsk
916,24,russia-tele2-tele2_orenburg-orenburgskaya_oblast,Оренбургская область,Оренбургская область,Asia/Yekaterinburg
917,24,russia-tele2-tele2_hakassia-respublika_hakasiya,Республика Хакасия,Республика Хакасия,Asia/Krasnoyarsk
918,404,russia-simsim-simsim-moskva,Москва,Москва,Europe/Moscow
919,24,russia-tele2-tele2_volgograd_cdma-volgogradskaya_oblast,Волгоградская область,Волгоградская область,Europe/Moscow
920,405,russia-crimeatelecom-crimeatelecom-respublika_crimea,Республика Крым,Республика Крым,Europe/Moscow
921,24,russia-tele2-tele2_samara-samarskaya_oblast,Самарская область,Самарская область,Europe/Moscow
922,406,russia-sevtelecom-sevtelecom-respublika_crimea,Республика Крым,Республика Крым,Europe/Moscow
923,24,russia-tele2-tele2_hantymansiysk-hanty_mansiiskii_ao,Ханты-Мансийский АО,Ханты-Мансийский АО,Asia/Yekaterinburg
924,24,russia-tele2-tele2_mariel-respublika_marii_el,Республика Марий Эл,Республика Марий Эл,Europe/Moscow
925,24,russia-tele2-tele2_tyva-respublika_tyva,Республика Тыва,Республика Тыва,Asia/Krasnoyarsk
926,24,russia-tele2-tele2_altai-altaiskii_krai,Алтайский край,Алтайский край,Asia/Krasnoyarsk
927,24,russia-tele2-tele2_respublika_altai-respublika_altai,Республика Алтай,Республика Алтай,Asia/Krasnoyarsk
928,24,russia-tele2-tele2_sverdlovsk-sverdlovskaya_oblast,Свердловская область,Свердловская область,Asia/Yekaterinburg
929,24,russia-tele2-tele2_tumen-tumenskaya_oblast,Тюменская область,Тюменская область,Asia/Yekaterinburg
930,24,russia-tele2-tele2_perm-permskii_krai,Пермский край,Пермский край,Asia/Yekaterinburg
931,24,russia-tele2-tele2_yamaloneneckii-yamalo_neneckii_ao,Ямало-Ненецкий АО,Ямало-Ненецкий АО,Asia/Yekaterinburg
932,24,russia-tele2-tele2_kurgan-kurganskaya_oblast,Курганская область,Курганская область,Asia/Yekaterinburg
933,24,russia-tele2-tele2_penza-penzenskaya_oblast,Пензенская область,Пензенская область,Europe/Moscow
934,24,russia-tele2-tele2_mordoviya-respublika_mordoviya,Республика Мордовия,Республика Мордовия,Europe/Moscow
935,24,russia-tele2-tele2_tatarstan-respublika_tatarstan,Республика Татарстан,Республика Татарстан,Europe/Moscow
936,24,russia-tele2-tele2_chuvashiya-chuvashskaya_respublika,Чувашская Республика,Чувашская Республика,Europe/Moscow
937,24,russia-tele2-tele2_habarovsk-habarovskii_krai,Хабаровский Край,Хабаровский Край,Asia/Vladivostok
938,24,russia-tele2-tele2_saha-respublika_saha_(yakutiya),Республика Саха (Якутия),Республика Саха (Якутия),Asia/Yakutsk
939,24,russia-tele2-tele2_amur-amurskaya_oblast,Амурская область,Амурская область,Asia/Yakutsk
940,24,russia-tele2-tele2_dagestan-respublika_dagestan,Республика Дагестан,Республика Дагестан,Europe/Moscow
941,24,russia-tele2-tele2_bashkortostan-respublika_bashkortostan,Республика Башкортостан,Республика Башкортостан,Asia/Yekaterinburg
942,24,russia-tele2-tele2_yaroslavl-yaroslavskaya_oblast,Ярославская область,Ярославская область,Europe/Moscow
943,259,russia-rostelecom-rostelecom-respublika_buryatiya,Республика Бурятия,Республика Бурятия,Asia/Irkutsk
944,259,russia-rostelecom-rostelecom-irkutskaya_oblast,Иркутская область,Иркутская область,Asia/Irkutsk
945,259,russia-rostelecom-rostelecom-kemerovskaya_oblast,Кемеровская область,Кемеровская область,Asia/Krasnoyarsk
946,259,russia-rostelecom-rostelecom-krasnoyarskii_krai,Красноярский край,Красноярский край,Asia/Krasnoyarsk
947,259,russia-rostelecom-rostelecom-novosibirskaya_oblast,Новосибирская область,Новосибирская область,Asia/Krasnoyarsk
948,259,russia-rostelecom-rostelecom-omskaya_oblast,Омская область,Омская область,Asia/Omsk
949,259,russia-rostelecom-rostelecom-respublika_tyva,Республика Тыва,Республика Тыва,Asia/Krasnoyarsk
950,259,russia-rostelecom-rostelecom-altaiskii_krai,Алтайский край,Алтайский край,Asia/Krasnoyarsk
951,259,russia-rostelecom-rostelecom-primorskii_krai,Приморский край,Приморский край,Asia/Vladivostok
952,259,russia-rostelecom-rostelecom-sahalinskaya_oblast,Сахалинская область,Сахалинская область,Asia/Vladivostok
953,259,russia-rostelecom-rostelecom-evreiskaya_ao,Еврейская АО,Еврейская АО,Asia/Vladivostok
954,259,russia-rostelecom-rostelecom-rostovskaya_oblast,Ростовская область,Ростовская область,Europe/Moscow
955,259,russia-rostelecom-rostelecom-volgogradskaya_oblast,Волгоградская область,Волгоградская область,Europe/Moscow
956,259,russia-rostelecom-rostelecom-respublika_adygeya,Республика Адыгея,Республика Адыгея,Europe/Moscow
957,259,russia-rostelecom-rostelecom-kirovskaya_oblast,Кировская область,Кировская область,Europe/Moscow
958,259,russia-rostelecom-rostelecom-nizhegorodskaya_oblast,Нижегородская область,Нижегородская область,Europe/Moscow
959,259,russia-rostelecom-rostelecom-orenburgskaya_oblast,Оренбургская область,Оренбургская область,Asia/Yekaterinburg
960,259,russia-rostelecom-rostelecom-penzenskaya_oblast,Пензенская область,Пензенская область,Europe/Moscow
961,259,russia-rostelecom-rostelecom-respublika_tatarstan,Республика Татарстан,Республика Татарстан,Europe/Moscow
962,259,russia-rostelecom-rostelecom-ulyanovskaya_oblast,Ульяновская область,Ульяновская область,Europe/Moscow
963,259,russia-rostelecom-rostelecom-respublika_mordoviya,Республика Мордовия,Республика Мордовия,Europe/Moscow
964,259,russia-rostelecom-rostelecom-respublika_udmurtiya,Республика Удмуртия,Республика Удмуртия,Europe/Moscow
